,Title,Company,City,jobs,Salary_min,Salary_max,Salary_ave,Median
35319,Customer Ledger Data Analyst,Together,Manchester,data+analyst,28560.0,33986.4,33986.4,0
35322,Data Production Analyst,CGA Strategy Ltd,Manchester,data+analyst,21420.0,25489.8,25489.8,0
35324,Intelligence and Insights Analyst (Inequalities and Inclusio...,University of Huddersfield,Manchester,data+analyst,33037.97,39315.1843,39315.1843,0
35334,Junior Data Analyst,Agility Resourcing,Manchester,data+analyst,29750.0,35402.5,35402.5,0
35338,Customer Insight Analyst,Atlanta Group,Manchester,data+analyst,33320.0,39650.799999999996,39650.799999999996,0
35339,Research Analyst,Quantuma Advisory Limited,Manchester,data+analyst,23800.0,28322.0,28322.0,0
35342,Web Marketing Analyst,Zuto,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35353,Data Analyst (Graduate) FTC – 12 months,Utility People,Manchester,data+analyst,23800.0,28322.0,28322.0,0
35356,Customer and Business Intelligence Analyst,Bolton at Home,Manchester,data+analyst,36760.29,43744.7451,43744.7451,0
35358,Data Analyst x 4,Adria Solutions,Manchester,data+analyst,59500.0,70805.0,70805.0,1
35379,Junior Business Analyst,The Ombudsman Service Limited,Manchester,data+analyst,41650.0,49563.5,49563.5,1
35386,Data Analyst,Maxwell Bond,Manchester,data+analyst,45220.0,53811.799999999996,53811.799999999996,1
35387,Finance Analyst - Logistics,Coop,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35389,Senior Business Analyst,HM Courts and Tribunals Service,Manchester,data+analyst,36876.909999999996,43883.522899999996,43883.522899999996,0
35396,Report & Data Visualisation Analyst,Activate Group Limited,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35398,People Data Analyst,The Hut Group,Manchester,data+analyst,26180.0,31154.199999999997,31154.199999999997,0
35406,Data Analyst,Euro Garages,Manchester,data+analyst,23800.0,28322.0,28322.0,0
35421,Data Analyst,Recann,Manchester,data+analyst,29750.0,35402.5,35402.5,0
35424,Digital Business Analyst,Oscar Technology,Manchester,data+analyst,33320.0,39650.799999999996,39650.799999999996,0
35429,Metering Data Analyst,Utility People,Manchester,data+analyst,22610.0,26905.899999999998,26905.899999999998,0
35441,Business Analyst (STT005),Fletchers Solicitors LTD,Manchester,data+analyst,41650.0,49563.5,49563.5,1
35450,Insight Analyst,Harnham,Manchester,data+analyst,29750.0,35402.5,35402.5,0
35455,Business Intelligence Developer,LTE group,Manchester,data+analyst,31751.579999999998,37784.3802,37784.3802,0
35457,"Risk, Audit and Assurance Analyst",United Utilities,Manchester,data+analyst,18619.93,22157.7167,22157.7167,0
35463,Risk and Governance Analyst | new role within IT company,Modis,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35468,Lead Data Analyst,Adria Solutions,Manchester,data+analyst,89250.0,106207.5,106207.5,1
35474,Business Analyst (Ref: PR2017),Projentum,Manchester,data+analyst,57120.0,67972.8,67972.8,1
35476,Business Intelligence Analyst – Tableau Dashboards,Hartley Resourcing,Manchester,data+analyst,59500.0,70805.0,70805.0,1
35479,Pricing Analyst,Glendale Services,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35483,Senior Analyst,Digital Gurus,Manchester,data+analyst,71400.0,84966.0,84966.0,1
35485,Business Analyst,Reed Mace Solutions,Manchester,data+analyst,59500.0,70805.0,70805.0,1
35486,Assistant Business Analyst,SpaMedica,Manchester,data+analyst,22610.0,26905.899999999998,26905.899999999998,0
35517,Business Intelligence Developer,Progress Housing Group,Manchester,data+analyst,41769.0,49705.11,49705.11,1
35521,Technical Business Analyst,Fintelligent Search,Manchester,data+analyst,44030.0,52395.7,52395.7,1
35526,Business Intelligence Developer,The Manchester College,Manchester,data+analyst,38614.31,45951.0289,45951.0289,0
35527,Business Analyst,Maxwell Bond,Manchester,data+analyst,41650.0,49563.5,49563.5,1
35530,Risk Analyst,Thomas Thor,Manchester,data+analyst,65450.0,77885.5,77885.5,1
35531,Senior Tax Analyst,Brook Street,Manchester,data+analyst,38080.0,45315.2,45315.2,0
35532,Project Analyst / Junior Project Manager - Warrington - £30-...,Interface Recruitment,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35535,Data Analytics Engineer,Weir Minerals Europe,Manchester,data+analyst,41650.0,49563.5,49563.5,1
35536,Senior IT Business Analyst,Accountable Recruitment Limited,Manchester,data+analyst,53550.0,63724.5,63724.5,1
35539,Senior Credit Risk Analyst,Harnham,Manchester,data+analyst,47600.0,56644.0,56644.0,1
35555,Web Marketing Analyst,Zuto,Manchester,data+analyst,35700.0,42483.0,42483.0,0
35572,Tax Analyst Canadian Market,Alexander Hancock Recruitment,Manchester,data+analyst,23800.0,28322.0,28322.0,0
35575,Business Intelligence Specialist,Applause IT Ltd,Manchester,data+analyst,47600.0,56644.0,56644.0,1
36057,Information analyst,NHS Scotland,Glasgow,data+analyst,30167.69,35899.5511,35899.5511,0
36059,Data Analyst,go-centric,Glasgow,data+analyst,23800.0,28322.0,28322.0,0
36060,Business Data Analyst,Route to Market Consulting,Glasgow,data+analyst,23800.0,28322.0,28322.0,0
36063,Senior Data Analyst,NHS Scotland,Glasgow,data+analyst,38220.42,45482.29979999999,45482.29979999999,0
36065,Data Analyst,Firefish Software,Glasgow,data+analyst,28560.0,33986.4,33986.4,0
36066,Real Time Analyst,go-centric,Glasgow,data+analyst,23800.0,28322.0,28322.0,0
36072,Data Quality Analyst,PDA Search and Selection,Glasgow,data+analyst,35700.0,42483.0,42483.0,0
36076,Datix System Analyst,British Red Cross,Glasgow,data+analyst,23615.55,28102.5045,28102.5045,0
36079,Data Centre Analyst,Proactive IT,Glasgow,data+analyst,41650.0,49563.5,49563.5,1
36080,Qlikview Data Analyst,Oodles Jobs Limited,Glasgow,data+analyst,71400.0,84966.0,84966.0,1
36082,Senior Financial Analyst,University of Glasgow,Glasgow,data+analyst,52413.549999999996,62372.12449999999,62372.12449999999,1
36091,Senior Business Analyst,"SPW Renewable UK, Ltd",Glasgow,data+analyst,51788.799999999996,61628.67199999999,61628.67199999999,1
36092,Senior Business Analyst,AVANGRID,Glasgow,data+analyst,51788.799999999996,61628.67199999999,61628.67199999999,1
36095,Data Quality Analyst,PDA,Glasgow,data+analyst,35700.0,42483.0,42483.0,0
36099,Performance Analyst,Hermes,Glasgow,data+analyst,36057.0,42907.829999999994,42907.829999999994,0
36112,Risk and Compliance Analyst,HRC Recruitment,Glasgow,data+analyst,23800.0,28322.0,28322.0,0
36118,Data Quality Analyst,Morgan McKinley,Glasgow,data+analyst,47600.0,56644.0,56644.0,1
36802,Data Reporting Analyst,Dalriada Urgent Care,Belfast,data+analyst,28675.43,34123.761699999995,34123.761699999995,0
37550,Trainee Data / Power BI Developer,Michael Page UK,Bath,data+analyst,26180.0,31154.199999999997,31154.199999999997,0
37551,Assistant Data / SQL / Power BI Developer,Michael Page UK,Bath,data+analyst,26180.0,31154.199999999997,31154.199999999997,0
37552,Programmatic and Data Support Analyst,Network N,Bath,data+analyst,35700.0,42483.0,42483.0,0
37553,DE&S Junior Business Analyst,UK Government - Ministry of Defence,Bath,data+analyst,30345.0,36110.549999999996,36110.549999999996,0
37557,Data Analyst,GP Care Services Ltd,Bath,data+analyst,35700.0,42483.0,42483.0,0
37564,Business Process Analyst,Health Research Authority,Bath,data+analyst,46279.1,55072.12899999999,55072.12899999999,1
37565,Data Analyst and Stock Controller Assistant,Mathias and Sons,Bath,data+analyst,21420.0,25489.8,25489.8,0
37567,Junior Data Analyst - Media Sector,BDJ Recruitment,Bath,data+analyst,22610.0,26905.899999999998,26905.899999999998,0
37580,Senior Operational Risk Analyst,ALD Automotive,Bath,data+analyst,47600.0,56644.0,56644.0,1
37583,Business Analyst,University of Bristol,Bath,data+analyst,52413.549999999996,62372.12449999999,62372.12449999999,1
37585,Data Analytics Consultant / Developer,Shift F5,Bath,data+analyst,35700.0,42483.0,42483.0,0
37587,Data Analyst,Talent International,Bath,data+analyst,49980.0,59476.2,59476.2,1
37588,Asset Leakage Analyst,Bristol Water,Bath,data+analyst,32130.0,38234.7,38234.7,0
37589,Customer Insight Analyst Remote home working,Emponics,Bath,data+analyst,35700.0,42483.0,42483.0,0
37590,Demand Analyst,Pieminister,Bath,data+analyst,33320.0,39650.799999999996,39650.799999999996,0
37596,Business Analyst - Felinesoft,ClearCourse,Bath,data+analyst,35700.0,42483.0,42483.0,0
37599,Data Analyst (Pricing),Artis Recruitment,Bath,data+analyst,47600.0,56644.0,56644.0,1
37600,Business Intelligence Data Engineer,Unite Students,Bath,data+analyst,53550.0,63724.5,63724.5,1
37606,Senior Pricing Analyst,Fortil,Bath,data+analyst,38080.0,45315.2,45315.2,0
37607,Data Analyst Trainer,Three People,Bath,data+analyst,65450.0,77885.5,77885.5,1
37617,Senior Business Analyst - Band 6,Royal United Hospitals Bath NHS Foundation Trust,Bath,data+analyst,37324.35,44415.9765,44415.9765,0
37624,Business Analyst,ADLIB,Bath,data+analyst,41650.0,49563.5,49563.5,1
37629,Lecturer in Artificial Intelligence and Big Data Analytics,University of Bristol,Bath,data+analyst,45240.229999999996,53835.87369999999,53835.87369999999,1
37637,Risk and Compliance Analyst,Michael Page UK,Bath,data+analyst,41650.0,49563.5,49563.5,1
38303,Information Analyst OCC58752,Oxfordshire County Council,Oxford,data+analyst,33011.79,39284.030099999996,39284.030099999996,0
38304,Quality and Risk Information Analyst,Oxford Health NHS Foundation Trust,Oxford,data+analyst,37324.35,44415.9765,44415.9765,0
38305,Data Analyst,Wheelright,Oxford,data+analyst,35700.0,42483.0,42483.0,0
38310,Smart Data Analyst,SSE plc,Oxford,data+analyst,26391.82,31406.265799999997,31406.265799999997,0
38311,Economic Analyst,Science and Technology Facilities Council (STFC),Oxford,data+analyst,37997.89,45217.4891,45217.4891,0
38317,Global infrastructure risk and resilience analyst,University of Oxford,Oxford,data+analyst,39052.229999999996,46472.153699999995,46472.153699999995,0
38322,Management Information Analyst,SVB Solutions,Oxford,data+analyst,47600.0,56644.0,56644.0,1
38326,Senior Information Analyst,Royal Berkshire NHS Foundation Trust,Oxford,data+analyst,37324.35,44415.9765,44415.9765,0
38330,Data Protection Analyst,Artis Recruitment,Oxford,data+analyst,41650.0,49563.5,49563.5,1
38331,Reporting Analyst,Gigaclear,Oxford,data+analyst,38080.0,45315.2,45315.2,0
38336,Data Protection Analyst,North Point Recruitment Ltd,Oxford,data+analyst,39270.0,46731.299999999996,46731.299999999996,0
38338,Senior Data Analyst,Thames Water Utilites,Oxford,data+analyst,47600.0,56644.0,56644.0,1
38342,Data Analyst,Orka Financial,Oxford,data+analyst,47600.0,56644.0,56644.0,1
38343,Data Protection Analyst,Northpoint Recruitment,Oxford,data+analyst,39270.0,46731.299999999996,46731.299999999996,0
38353,Consumption Analyst,Thames Water Utilites,Oxford,data+analyst,46410.0,55227.899999999994,55227.899999999994,1
38356,Business Analyst,Capture Ltd,Oxford,data+analyst,29750.0,35402.5,35402.5,0
38358,Data Selections Analyst,AWD Recruitment Limited,Oxford,data+analyst,34495.72,41049.9068,41049.9068,0
38363,Project Data Analyst,Biffa Waste Services,Oxford,data+analyst,23800.0,28322.0,28322.0,0
38379,Postdoctoral Researcher in Single Cell Genomics Data Analysi...,University of Oxford,Oxford,data+analyst,49415.939999999995,58804.96859999999,58804.96859999999,1
38451,French Power Market - Analyst / Senior Analyst / Associate,Amida Recruitment Limited,Oxford,data+analyst,40460.0,48147.4,48147.4,1
38455,Senior Data Insight Analyst - SQL,Metrica Recruitment,Oxford,data+analyst,47600.0,56644.0,56644.0,1
38683,Senior Insight Analyst - SQL& Python,Metrica Recruitment,Oxford,data+analyst,35700.0,42483.0,42483.0,0
40385,Remote Data Scientist / Machine Learning Engineer - Time Ser...,GCS Recruitment Specialists Ltd,Cambridge,data+scientist,47600.0,56644.0,56644.0,1
40386,Data Scientist,Harnham,Cambridge,data+scientist,83300.0,99127.0,99127.0,1
40387,Data Scientist,Explore Group,Cambridge,data+scientist,83300.0,99127.0,99127.0,1
40410,Machine Learning Engineer,Oscar Technology,Cambridge,data+scientist,53550.0,63724.5,63724.5,1
40418,"Lead Machine Learning Scientist - Healthcare, NLP",SoCode,Cambridge,data+scientist,71400.0,84966.0,84966.0,1
40431,Machine Learning Engineer/Researcher,British Antarctic Survey,Cambridge,data+scientist,37252.95,44331.0105,44331.0105,0
40435,Machine Learning Engineer,Harnham,Cambridge,data+scientist,71400.0,84966.0,84966.0,1
40679,"Software Engineer (Machine Learning, AI, Data Mining)",Ernest Gordon Recruitment Limited,Cambridge,data+scientist,35700.0,42483.0,42483.0,0
40874,Machine Learning/AI Engineer (Medical Imaging/Pytorch),Ernest Gordon Recruitment Limited,Cambridge,data+scientist,83300.0,99127.0,99127.0,1
41028,Machine Learning Software Engineer,SoCode,Cambridge,data+scientist,47600.0,56644.0,56644.0,1
41032,Lead Machine Learning Scientist,Harnham,Cambridge,data+scientist,83300.0,99127.0,99127.0,1
41110,Data Scientist - Part-Time Night Shift,NHS Test and Trace,Birmingham,data+scientist,40098.24,47716.9056,47716.9056,0
41114,919-HG-35114881-EXT Senior Data Scientist,Public Health England,Birmingham,data+scientist,43231.509999999995,51445.49689999999,51445.49689999999,1
41115,Data Scientist - Day Shift,NHS Test and Trace,Birmingham,data+scientist,40098.24,47716.9056,47716.9056,0
41117,Data Scientist - Night Shift,NHS Test and Trace,Birmingham,data+scientist,40098.24,47716.9056,47716.9056,0
41121,Data Scientist,Harnham,Birmingham,data+scientist,59500.0,70805.0,70805.0,1
41127,Senior Data Scientist,Harnham,Birmingham,data+scientist,59500.0,70805.0,70805.0,1
41224,Sales Executive - Targeting Data Science / Data Analytics,Synchro,Birmingham,data+scientist,23800.0,28322.0,28322.0,0
41227,Senior Machine Learning Engineer,Roke Manor Research,Birmingham,data+scientist,47600.0,56644.0,56644.0,1
42412,Data Scientist - DfE Data Science Lab,UK Government - Department for Education,Bristol,data+scientist,49966.909999999996,59460.622899999995,59460.622899999995,1
42413,Senior Data Scientist,Public Health England,Bristol,data+scientist,43231.509999999995,51445.49689999999,51445.49689999999,1
42420,Data Scientist,Sanderson Recruitment Plc,Bristol,data+scientist,47600.0,56644.0,56644.0,1
42425,Data Scientist,Opus Recruitment Solutions,Bristol,data+scientist,47600.0,56644.0,56644.0,1
42427,Data Analytics Consultant / Developer,Shift F5,Bristol,data+scientist,35700.0,42483.0,42483.0,0
42429,Data Science Programme Officer,UK Government - Office for National Statistics,Bristol,data+scientist,35152.6,41831.594,41831.594,0
42430,Data Scientist,Harnham,Bristol,data+scientist,71400.0,84966.0,84966.0,1
42436,Lecturers in Artificial Intelligence (Teaching),University of Bath,Bristol,data+scientist,40218.43,47859.9317,47859.9317,0
42437,Senior Data Scientist,ECM Selection,Bristol,data+scientist,83300.0,99127.0,99127.0,1
43151,Data Scientist,Lloyds Banking Group,London,data+scientist,55135.079999999994,65610.74519999999,65610.74519999999,1
43153,Product Data Scientist,Data Idols,London,data+scientist,59500.0,70805.0,70805.0,1
43159,Lead Data Scientist,UK Government - Government Actuary's Department,London,data+scientist,67211.2,79981.328,79981.328,1
43171,Digital Data & Technology - Data Scientist,UK Government - Home Office,London,data+scientist,43544.479999999996,51817.93119999999,51817.93119999999,1
43172,Associate Data Scientist - Enforcement,Financial Conduct Authority,London,data+scientist,41650.0,49563.5,49563.5,1
43217,Data Scientist,Fable Data,London,data+scientist,41650.0,49563.5,49563.5,1
43224,DATA SCIENTIST | VERV | LONDON OR SHEFFIELD,Austin Consultants,London,data+scientist,65450.0,77885.5,77885.5,1
43228,Data Science Software Engineer,Roke Manor Research,London,data+scientist,35700.0,42483.0,42483.0,0
43231,Senior Data Scientist,Harnham,London,data+scientist,80920.0,96294.8,96294.8,1
43233,Data Scientist,The Nursing and Midwifery Council,London,data+scientist,44849.909999999996,53371.39289999999,53371.39289999999,1
43237,Data Scientist (Actuarial),Eames Consulting,London,data+scientist,83300.0,99127.0,99127.0,1
43250,Data Scientist,Profusion,London,data+scientist,47600.0,56644.0,56644.0,1
43304,Data Scientist — Marketing,Wise,London,data+scientist,65450.0,77885.5,77885.5,1
43323,LSE Fellow in Geographic Data Science,LSE Jobs,London,data+scientist,43609.93,51895.816699999996,51895.816699999996,1
43355,DATA SCIENTIST – ONLINE RETAILER,Elizabeth Norman International,London,data+scientist,47600.0,56644.0,56644.0,1
43362,Data Scientist,MBN Recruitment Solutions,London,data+scientist,77350.0,92046.5,92046.5,1
43367,Data Scientist,Movement8,London,data+scientist,59500.0,70805.0,70805.0,1
43368,Data Scientist | Python | Perm | London/Remote,GCS Recruitment Specialists Ltd,London,data+scientist,59500.0,70805.0,70805.0,1
43387,Data Scientist (Product),Harnham,London,data+scientist,59500.0,70805.0,70805.0,1
43389,Data Scientist Python,Client Server,London,data+scientist,77350.0,92046.5,92046.5,1
43395,Data Scientist (Product),Harnham,London,data+scientist,59500.0,70805.0,70805.0,1
43397,Data Scientist - Python Computer Vision AWS,Client Server,London,data+scientist,77350.0,92046.5,92046.5,1
43399,Pricing Data Scientist,ADLIB,London,data+scientist,59500.0,70805.0,70805.0,1
43402,Senior Data Scientist,Deeper Insights,London,data+scientist,77350.0,92046.5,92046.5,1
43409,Head of Data Science,Mexa Solutions,London,data+scientist,119000.0,141610.0,141610.0,1
43414,Research Data Scientist,Harnham,London,data+scientist,71400.0,84966.0,84966.0,1
43419,Data Scientist,Reqiva Ltd,London,data+scientist,65450.0,77885.5,77885.5,1
43427,Data Scientist (Research),Harnham,London,data+scientist,47600.0,56644.0,56644.0,1
43433,Senior Data Scientist,Consortia,London,data+scientist,95200.0,113288.0,113288.0,1
43442,Data Scientist | Computer Vision | OpenCV | Permanent,GCS Recruitment Specialists Ltd,London,data+scientist,59500.0,70805.0,70805.0,1
43463,Senior Data Scientist - Unicorn Tech,Harnham,London,data+scientist,83300.0,99127.0,99127.0,1
43472,Senior Product Data Scientist,Harnham,London,data+scientist,65450.0,77885.5,77885.5,1
43486,Senior Consultant - Data Scientist,Harnham,London,data+scientist,47600.0,56644.0,56644.0,1
43488,Lead Data Scientist,Harnham,London,data+scientist,59500.0,70805.0,70805.0,1
43518,React Developer - Data Science,Vertus Partners,London,data+scientist,113050.0,134529.5,134529.5,1
43530,Senior Data Scientist - Challenger Stockbroker,Michael Page UK,London,data+scientist,71400.0,84966.0,84966.0,1
43531,Professor of Artificial Intelligence and Machine Learning,University of East London,London,data+scientist,71195.31999999999,84722.43079999999,84722.43079999999,1
43533,Machine Learning Engineer,Propel,London,data+scientist,95200.0,113288.0,113288.0,1
43551,Principal Data Scientist,La Fosse Associates,London,data+scientist,119000.0,141610.0,141610.0,1
43552,Data Science Consultant,Harnham,London,data+scientist,77350.0,92046.5,92046.5,1
43578,Data Scientist/ Senior Data Scientist,Harnham,London,data+scientist,59500.0,70805.0,70805.0,1
43590,French Speaking Data Scientist - London - £110k + Benefits!,Lawrence Harvey,London,data+scientist,119000.0,141610.0,141610.0,1
43600,Python Machine Learning Engineer - Front Office - Investment...,Vertus Partners,London,data+scientist,142800.0,169932.0,169932.0,1
43604,Senior Research Data Scientist,Harnham,London,data+scientist,59500.0,70805.0,70805.0,1
43614,Head of Data Science,Harnham,London,data+scientist,119000.0,141610.0,141610.0,1
43618,Senior Data Scientist,Metrica Recruitment,London,data+scientist,77350.0,92046.5,92046.5,1
43622,Senior/ Principal Data Scientist,Harnham,London,data+scientist,95200.0,113288.0,113288.0,1
43636,Machine Learning Data Engineer (Python),Staff Worx,London,data+scientist,119000.0,141610.0,141610.0,1
43645,Principal Data Scientist - Private Equity,Harnham,London,data+scientist,95200.0,113288.0,113288.0,1
43646,Senior Data Scientist,Blue Pelican,London,data+scientist,71400.0,84966.0,84966.0,1
43670,Machine Learning Engineer,Ernest Gordon Recruitment Limited,London,data+scientist,35700.0,42483.0,42483.0,0
43679,Senior Data Scientist,Novation Solutions Ltd,London,data+scientist,92820.0,110455.79999999999,110455.79999999999,1
43723,Data Science Strategy Consultant,Harnham,London,data+scientist,65450.0,77885.5,77885.5,1
43726,Research Associate in Data Science,Imperial College London,London,data+scientist,48621.02,57859.01379999999,57859.01379999999,1
43728,Product Manager (Data Science),Harnham,London,data+scientist,77350.0,92046.5,92046.5,1
43772,DevOps Engineer for Machine Learning,FLOX Ltd,London,data+scientist,35700.0,42483.0,42483.0,0
43777,Head of Machine Learning,Harnham,London,data+scientist,113050.0,134529.5,134529.5,1
43783,Senior Data Scientist (Forecasting),Harnham,London,data+scientist,77350.0,92046.5,92046.5,1
43786,Product Manager - Data Science (Routing),Harnham,London,data+scientist,95200.0,113288.0,113288.0,1
43802,Senior Data Science Engineer,Harnham,London,data+scientist,77350.0,92046.5,92046.5,1
43803,Customer-Facing Data Scientists - London,Mudano,London,data+scientist,47600.0,56644.0,56644.0,1
43805,Data Science Manager,Harnham,London,data+scientist,71400.0,84966.0,84966.0,1
43808,Portfolio Analytics Analyst,The Risk Partners,London,data+scientist,59500.0,70805.0,70805.0,1
43812,Senior Data Science Consultant,Harnham,London,data+scientist,65450.0,77885.5,77885.5,1
43826,"Data Scientists (1x Mid, 1x Snr) - Python",GCS Recruitment Specialists Ltd,London,data+scientist,59500.0,70805.0,70805.0,1
43830,Senior Data Scientist,Lawrence Harvey,London,data+scientist,77350.0,92046.5,92046.5,1
43833,Machine Learning Software Engineer,Oho Group,London,data+scientist,47600.0,56644.0,56644.0,1
43837,"Big Data Engineer - Kafka, Hadoop, Cloud",Vertus Partners,London,data+scientist,107100.0,127449.0,127449.0,1
43839,Machine Learning Engineer Python AWS,Client Server,London,data+scientist,71400.0,84966.0,84966.0,1
43878,Lead Data Science Consultant & Data Science Teacher,Harnham,London,data+scientist,107100.0,127449.0,127449.0,1
43879,Analytics and Data Science Lead,Harnham,London,data+scientist,53550.0,63724.5,63724.5,1
43894,Data Science Research and Development Lead,McGregor Boyall,London,data+scientist,83300.0,99127.0,99127.0,1
43895,Machine Learning Engineer - AdTech,Harnham,London,data+scientist,65450.0,77885.5,77885.5,1
43903,Machine Learning Engineer - Biotech,Certus Recruitment Group,London,data+scientist,107100.0,127449.0,127449.0,1
43912,Machine Learning Engineer - PhD Deep Learning,Client Server,London,data+scientist,77350.0,92046.5,92046.5,1
43930,Data Scientist,ION RECRUITMENT LTD.,Edinburgh,data+scientist,41650.0,49563.5,49563.5,1
43931,Senior Data Scientist,MBN Recruitment Solutions,Edinburgh,data+scientist,89250.0,106207.5,106207.5,1
43934,Applications Data Scientist,ECM Selection,Edinburgh,data+scientist,59500.0,70805.0,70805.0,1
43937,Graduate Software Engineer / Machine Learning Team,Coda Octopus Products Ltd,Edinburgh,data+scientist,35700.0,42483.0,42483.0,0
44637,Senior Machine Learning Engineer,Roke Manor Research,Edinburgh,data+scientist,47600.0,56644.0,56644.0,1
44652,Senior Data Scientist - All locations considered,Hitachi Capital UK,Leeds,data+scientist,77350.0,92046.5,92046.5,1
44654,Data Analytics Team Manager,University of Leeds,Leeds,data+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
45282,Senior Data Scientist,Metrica Recruitment,Leeds,data+scientist,83300.0,99127.0,99127.0,1
45597,Data Scientist (KTP Associate),Manchester Metropolitan University,Manchester,data+scientist,38080.0,45315.2,45315.2,0
45598,AI Foundry Project - Technical Specialist (Data Scientist) (...,University of Salford,Manchester,data+scientist,33713.89,40119.5291,40119.5291,0
45599,CRUK RadNet Research Associate Bioinformatician / Data Scien...,The University of Manchester,Manchester,data+scientist,39051.04,46470.7376,46470.7376,0
45600,Data Scientist,Data Idols,Manchester,data+scientist,65450.0,77885.5,77885.5,1
45602,Data Scientist,Oscar Technology,Manchester,data+scientist,38080.0,45315.2,45315.2,0
45603,Data Scientist,Science and Technology Facilities Council (STFC),Manchester,data+scientist,37252.95,44331.0105,44331.0105,0
45609,Cyber Security Data Scientist,CodifySecurity,Manchester,data+scientist,33320.0,39650.799999999996,39650.799999999996,0
45611,Data Scientist,Hoist Finance,Manchester,data+scientist,37730.14,44898.866599999994,44898.866599999994,0
45615,Senior Data Scientist,N Brown,Manchester,data+scientist,65450.0,77885.5,77885.5,1
45624,Artificial Intelligence Researchers,Science and Technology Facilities Council (STFC),Manchester,data+scientist,37252.95,44331.0105,44331.0105,0
45625,Data Scientist,ShortList,Manchester,data+scientist,53550.0,63724.5,63724.5,1
45626,Research Associate in probabilistic machine learning for bio...,The University of Manchester,Manchester,data+scientist,39051.04,46470.7376,46470.7376,0
45631,Machine Learning Engineer,N Brown,Manchester,data+scientist,65450.0,77885.5,77885.5,1
47086,Data Scientist - Belfast,realTime,Belfast,data+scientist,35700.0,42483.0,42483.0,0
47829,Data Scientist,Sanderson Recruitment Plc,Bath,data+scientist,47600.0,56644.0,56644.0,1
47830,Data Scientist - DfE Data Science Lab,UK Government - Department for Education,Bath,data+scientist,49966.909999999996,59460.622899999995,59460.622899999995,1
47832,Senior Data Scientist,Public Health England,Bath,data+scientist,43231.509999999995,51445.49689999999,51445.49689999999,1
47834,Lecturers in Artificial Intelligence (Teaching),University of Bath,Bath,data+scientist,40218.43,47859.9317,47859.9317,0
47844,Data Analytics Consultant / Developer,Shift F5,Bath,data+scientist,35700.0,42483.0,42483.0,0
47846,Data Scientist,Opus Recruitment Solutions,Bath,data+scientist,47600.0,56644.0,56644.0,1
47850,Data Scientist,Harnham,Bath,data+scientist,71400.0,84966.0,84966.0,1
47855,Senior Data Scientist,ECM Selection,Bath,data+scientist,83300.0,99127.0,99127.0,1
48563,Data Scientist/Epidemiologist,University of Oxford,Oxford,data+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
48564,Data Scientist,Aurora Energy Research Limited,Oxford,data+scientist,65450.0,77885.5,77885.5,1
48566,Data Scientist,ECM Selection,Oxford,data+scientist,53550.0,63724.5,63724.5,1
48570,Postdoctoral Data Scientist,University of Oxford,Oxford,data+scientist,39052.229999999996,46472.153699999995,46472.153699999995,0
48572,Data Scientist,Heat Recruitment,Oxford,data+scientist,47600.0,56644.0,56644.0,1
48575,"Data Scientist (Medical, AI)",Understanding Recruitment,Oxford,data+scientist,59500.0,70805.0,70805.0,1
48576,Applied Scientist,AWE,Oxford,data+scientist,39627.0,47156.13,47156.13,0
48578,"Senior Data Scientist, Leverhulme Centre for Demographic Sci...",University of Oxford,Oxford,data+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
48582,Data Scientist - KTP Associate,University of Reading,Oxford,data+scientist,59500.0,70805.0,70805.0,1
48586,Senior Researcher in Health Data Science,University of Oxford,Oxford,data+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
48594,Head of Data Science / Innovation,Mexa Solutions,Oxford,data+scientist,119000.0,141610.0,141610.0,1
48596,Senior / Data Scientist,Datatech Analytics,Oxford,data+scientist,77350.0,92046.5,92046.5,1
48597,Head of Data & Analytics,Harnham,Oxford,data+scientist,119000.0,141610.0,141610.0,1
49311,Data Management: Data Scientist,Met Office,Exeter,research+scientist,44527.42,52987.629799999995,52987.629799999995,1
50037,Senior Scientist,Genesis Biosciences,Cardiff,research+scientist,35700.0,42483.0,42483.0,0
50038,"Methods, Data and Research Analyst - Grade 7",UK Government - Office for National Statistics,Cardiff,research+scientist,58429.0,69530.51,69530.51,1
50774,Graduate Materials Scientist,Vector Recruitment Limited,Cambridge,research+scientist,33320.0,39650.799999999996,39650.799999999996,0
50777,Sanger Sequencing Scientist,Source BioScience,Cambridge,research+scientist,26180.0,31154.199999999997,31154.199999999997,0
50780,919-SM-1334407-EXT Biomedical Scientist BMS,Public Health England,Cambridge,research+scientist,29763.09,35418.077099999995,35418.077099999995,0
50785,919-SM-1334479-EXT Biomedical Scientist,Public Health England,Cambridge,research+scientist,36247.4,43134.406,43134.406,0
50786,Biomedical Scientist,Public Health England,Cambridge,research+scientist,36247.4,43134.406,43134.406,0
