,Title,Company,City,jobs,Salary_min,Salary_max,Salary_ave,Median
50787,Biomedical Scientist BMS (EO),Public Health England,Cambridge,research+scientist,29763.09,35418.077099999995,35418.077099999995,0
50799,Postdoctoral Research Scientist In Bioinformatics (Immunolog...,Babraham Institute,Cambridge,research+scientist,38318.0,45598.42,45598.42,0
50813,Postdoctoral Scientist,MRC Laboratory of Molecular Biology,Cambridge,research+scientist,38439.38,45742.862199999996,45742.862199999996,0
50844,Laboratory Development Scientist,Cambridge Epigenetix Limited,Cambridge,research+scientist,41650.0,49563.5,49563.5,1
50851,Postdoctoral Scientist - PNAC - Dr Phil Holliger,Medical Research Council,Cambridge,research+scientist,38439.38,45742.862199999996,45742.862199999996,0
50929,Bioinformatics Scientist - Algorithm & Assay Development,Inivata Ltd,Cambridge,research+scientist,47600.0,56644.0,56644.0,1
50963,Data Scientist (KTP Associate),University of Essex,Cambridge,research+scientist,38556.0,45881.64,45881.64,0
50985,Human iPSC Gene Engineering Scientists,Empyrean Therapeutics Ltd,Cambridge,research+scientist,35700.0,42483.0,42483.0,0
51036,Research Scientists/Associates – Translational Research – Ce...,Warman O'Brien,Cambridge,research+scientist,33320.0,39650.799999999996,39650.799999999996,0
51043,Bioinformatics/ Data Engineer,Cambridge Epigenetix Limited,Cambridge,research+scientist,71400.0,84966.0,84966.0,1
51132,Human iPSC Gene Engineering Scientists,Empyrean Therapeutics Ltd,Cambridge,research+scientist,35700.0,42483.0,42483.0,0
51134,Senior Scientist – Analytical Development – Cell Therapy,Warman O'Brien,Cambridge,research+scientist,47600.0,56644.0,56644.0,1
51135,Senior Scientist – Flow Cytometry Expert – Translational Res...,Warman O'Brien,Cambridge,research+scientist,53550.0,63724.5,63724.5,1
51136,Senior Scientist - Translational Research - Cell Therapy,Warman O'Brien,Cambridge,research+scientist,47600.0,56644.0,56644.0,1
51156,Fermentation Scientist,Supplant,Cambridge,research+scientist,35700.0,42483.0,42483.0,0
51216,Data Scientist,SPD Development Company Ltd,Cambridge,research+scientist,53550.0,63724.5,63724.5,1
51372,Principal/ Senior Data Scientist (Genomic Surveillance),Wellcome Sanger Institute,Cambridge,research+scientist,63070.0,75053.3,75053.3,1
51436,Lead Machine Learning Scientist,Harnham,Cambridge,research+scientist,83300.0,99127.0,99127.0,1
51569,Clinical Scientist in MRI,University Hospitals Birmingham NHS Foundation Tru...,Birmingham,research+scientist,46279.1,55072.12899999999,55072.12899999999,1
51570,CRUK Genomics Scientist,University of Birmingham,Birmingham,research+scientist,50922.479999999996,60597.75119999999,60597.75119999999,1
51572,Clinical Scientist / Advanced Rehabilitation Audiologist,University Hospitals Birmingham NHS Foundation Tru...,Birmingham,research+scientist,46279.1,55072.12899999999,55072.12899999999,1
51574,Senior Biomedical Scientist,University Hospitals Birmingham NHS Foundation Tru...,Birmingham,research+scientist,46279.1,55072.12899999999,55072.12899999999,1
51578,Band 6 Specialist Biomedical Scientist (BMS),University Hospitals Birmingham NHS Foundation Tru...,Birmingham,research+scientist,37324.35,44415.9765,44415.9765,0
51580,Research Scientist,The Green Solutions Recruitment,Birmingham,research+scientist,49980.0,59476.2,59476.2,1
51587,Senior Clinical Perfusion Scientist,University Hospitals Birmingham NHS Foundation Tru...,Birmingham,research+scientist,54446.07,64790.8233,64790.8233,1
51590,Senior Data Scientist,Harnham,Birmingham,research+scientist,59500.0,70805.0,70805.0,1
52293,QC Scientist,VQ Life Sciences,Liverpool,research+scientist,24990.0,29738.1,29738.1,0
52295,Quality and Regulatory Scientist,Mast Group Limited,Liverpool,research+scientist,27370.0,32570.3,32570.3,0
52296,"Night Shift Biomedical Scientist, Infection Sciences - 1 Mab...",Health Services Laboratories (HSL),Liverpool,research+scientist,59500.0,70805.0,70805.0,1
52297,Specialist Biomedical Scientist - Histopathology,Liverpool University Hospitals NHS Foundation Trus...,Liverpool,research+scientist,37324.35,44415.9765,44415.9765,0
53020,DE&S Scientist,UK Government - Ministry of Defence,Bristol,research+scientist,34391.0,40925.29,40925.29,0
53022,"Biomedical Scientist, Histopathology Department - 60 Whitfie...",Health Services Laboratories (HSL),Bristol,research+scientist,53288.2,63412.95799999999,63412.95799999999,1
53024,Analyst,Science Creates,Bristol,research+scientist,23800.0,28322.0,28322.0,0
53032,"Methods, Data and Research Analyst - Grade 7",UK Government - Office for National Statistics,Bristol,research+scientist,58429.0,69530.51,69530.51,1
53033,Senior Scientist,Genesis Biosciences,Bristol,research+scientist,35700.0,42483.0,42483.0,0
53040,Principal Scientist,Albotherm,Bristol,research+scientist,41650.0,49563.5,49563.5,1
53061,Senior Data Scientist,ECM Selection,Bristol,research+scientist,83300.0,99127.0,99127.0,1
53753,Principal Scientist (Epidemiology),Public Health England,London,research+scientist,62601.14,74495.3566,74495.3566,1
53759,Healthcare Scientist Practitioner R&D,Public Health England,London,research+scientist,31990.769999999997,38069.016299999996,38069.016299999996,0
53760,Senior Quality Control Scientist,Guy's and St Thomas' NHS Foundation Trust,London,research+scientist,54478.2,64829.058,64829.058,1
53761,Research Scientist,Thrive Therapeutic Software,London,research+scientist,41650.0,49563.5,49563.5,1
53768,"Biomedical Scientist, Histopathology Department - 60 Whitfie...",Health Services Laboratories (HSL),London,research+scientist,53288.2,63412.95799999999,63412.95799999999,1
53773,Junior Biomedical Scientist,The Royal Marsden NHS Foundation Trust,London,research+scientist,30554.44,36359.783599999995,36359.783599999995,0
53774,Research Associate - Cancer Computational Scientist,King's College London,London,research+scientist,45581.759999999995,54242.29439999999,54242.29439999999,1
53789,Specialist Biomedical Scientist,Royal Brompton and Harefield NHS Foundation Trust,London,research+scientist,44789.22,53299.1718,53299.1718,1
53814,Consultant Surveillance & Prevention Scientist,Public Health England,London,research+scientist,77720.09,92486.9071,92486.9071,1
53815,Clinical Scientist,The Royal Marsden NHS Foundation Trust,London,research+scientist,52017.28,61900.5632,61900.5632,1
53824,Principal Clinical Scientist (MRI Physics),Barts Health NHS Trust,London,research+scientist,60184.25,71619.25749999999,71619.25749999999,1
53854,Bioprocess Scientist,Next Phase Recruitment,London,research+scientist,35700.0,42483.0,42483.0,0
53855,Senior Research Scientist - Clinical Trials | CRO,Compass Life Sciences,London,research+scientist,44030.0,52395.7,52395.7,1
53862,Senior Biomedical Scientist/Clinical Scientist,Public Health England,London,research+scientist,47688.06,56748.791399999995,56748.791399999995,1
53875,"Night Shift Biomedical Scientist (12 Month Fixed Term), Infe...",Health Services Laboratories (HSL),London,research+scientist,57120.0,67972.8,67972.8,1
53893,Senior Research Scientist,CK Group,London,research+scientist,47600.0,56644.0,56644.0,1
53905,Research Scientist,CK Group,London,research+scientist,47600.0,56644.0,56644.0,1
53906,Senior Data Scientist,Great Ormond Street Hospital NHS Foundation Trust,London,research+scientist,62645.17,74547.7523,74547.7523,1
53917,"Fixed Term Biomedical Scientist, Haematology & Blood Transfu...",Health Services Laboratories (HSL),London,research+scientist,43423.1,51673.488999999994,51673.488999999994,1
53920,Digital Data & Technology - Data Scientist,UK Government - Home Office,London,research+scientist,43544.479999999996,51817.93119999999,51817.93119999999,1
53939,Analyst/Junior Data Scientist – Insights Consultancy,Resources Group,London,research+scientist,34510.0,41066.9,41066.9,0
53963,Data Science Software Engineer,Roke Manor Research,London,research+scientist,35700.0,42483.0,42483.0,0
53979,Computer Vision Scientist,IC Resources,London,research+scientist,77350.0,92046.5,92046.5,1
53985,Clinical Data Manager,The Institute of Cancer Research,London,research+scientist,30940.0,36818.6,36818.6,0
53995,Research Data Scientist,Harnham,London,research+scientist,71400.0,84966.0,84966.0,1
54016,Principal Data Scientist,Nesta,London,research+scientist,54740.0,65140.6,65140.6,1
54070,Betting Analyst,White Swan Data,London,research+scientist,27370.0,32570.3,32570.3,0
54108,Research Scientist - Computer Vision PhD R&D,Client Server,London,research+scientist,59500.0,70805.0,70805.0,1
54113,Data Scientist,Lawrence Harvey,London,research+scientist,77350.0,92046.5,92046.5,1
54122,Lead Data Scientist,Consortia,London,research+scientist,77350.0,92046.5,92046.5,1
54123,Analyst - Data Science,GenInvo,London,research+scientist,37894.36,45094.2884,45094.2884,0
54135,Senior Data Scientist,Consortia,London,research+scientist,95200.0,113288.0,113288.0,1
54137,Senior Data Scientist,Harnham,London,research+scientist,89250.0,106207.5,106207.5,1
54156,Research Data Scientist,Metrica Recruitment,London,research+scientist,59500.0,70805.0,70805.0,1
54164,Senior Clinical Scientist,Cpl Life Sciences,London,research+scientist,69020.0,82133.8,82133.8,1
54168,Pricing Data Scientist,ADLIB,London,research+scientist,59500.0,70805.0,70805.0,1
54270,King’s BHF Centre Fellow in Data Science,King's College London,London,research+scientist,55087.479999999996,65554.10119999999,65554.10119999999,1
54365,Data Architect - Smart Cities,Talenting,London,research+scientist,95200.0,113288.0,113288.0,1
54390,Senior Healthcare Scientist,Royal Surrey NHS Foundation Trust,London,research+scientist,48410.39,57608.3641,57608.3641,1
54422,SENIOR DATABASE ENGINEER,Trilateral Research Ltd,London,research+scientist,47600.0,56644.0,56644.0,1
54436,Lead Machine Learning Teacher,Harnham,London,research+scientist,101150.0,120368.5,120368.5,1
54473,Machine Learning Engineer - AdTech,Harnham,London,research+scientist,65450.0,77885.5,77885.5,1
54495,Senior Product Manager (Data Visualisation / Analytics),Streetbees,London,research+scientist,89250.0,106207.5,106207.5,1
54504,Senior Data Scientist,Datatonic,London,research+scientist,62475.0,74345.25,74345.25,1
54513,Wildlife Forensic Scientist,Scottish Government,Edinburgh,research+scientist,31124.449999999997,37038.095499999996,37038.095499999996,0
54514,Wildlife Forensic Scientist,The Scottish Government,Edinburgh,research+scientist,31124.449999999997,37038.095499999996,37038.095499999996,0
54516,Research Scientist,Biotangents Limited,Edinburgh,research+scientist,39270.0,46731.299999999996,46731.299999999996,0
54521,Senior R&D Scientist,Quotient,Edinburgh,research+scientist,35700.0,42483.0,42483.0,0
54523,Lead Clinical Scientist,NHS Scotland,Edinburgh,research+scientist,70851.41,84313.1779,84313.1779,1
54534,Materials Scientist,Impact Solutions,Edinburgh,research+scientist,22015.0,26197.85,26197.85,0
55255,Environmental Public Health Scientist,Public Health England,Leeds,research+scientist,43231.509999999995,51445.49689999999,51445.49689999999,1
55256,Research Scientist,Fortil,Leeds,research+scientist,38080.0,45315.2,45315.2,0
55263,Specialist Biomedical Scientist (XR06),Pathology,Leeds,research+scientist,37324.35,44415.9765,44415.9765,0
55271,Data Stewardship Training and Community Manager,University of Bradford,Leeds,research+scientist,42655.549999999996,50760.104499999994,50760.104499999994,1
56003,Scientist,Northpoint Recruitment,Newcastle,research+scientist,41650.0,49563.5,49563.5,1
56006,Molecular Scientist Job,Mediplacements,Newcastle,research+scientist,29639.329999999998,35270.80269999999,35270.80269999999,0
56743,NCAS Research Scientist in Aerosol Chamber Operation,The University of Manchester,Manchester,research+scientist,39051.04,46470.7376,46470.7376,0
56744,Healthcare Scientist,Manchester University NHS Foundation Trust,Manchester,research+scientist,36177.189999999995,43050.85609999999,43050.85609999999,0
56745,CRUK RadNet Research Associate Bioinformatician / Data Scien...,The University of Manchester,Manchester,research+scientist,39051.04,46470.7376,46470.7376,0
56747,Specialist Biomedical Scientist - Biochemistry,Manchester University NHS Foundation Trust,Manchester,research+scientist,37324.35,44415.9765,44415.9765,0
56753,AI Foundry Project - Technical Specialist (Data Scientist) (...,University of Salford,Manchester,research+scientist,33713.89,40119.5291,40119.5291,0
56760,Biomedical Scientist (Microbiology),University Hospitals of North Midlands NHS Trust,Manchester,research+scientist,37324.35,44415.9765,44415.9765,0
56767,Principal Clinical Scientist,The Christie NHS Foundation Trust,Manchester,research+scientist,54446.07,64790.8233,64790.8233,1
56768,Senior Scientist,Versarien,Manchester,research+scientist,49980.0,59476.2,59476.2,1
56773,Data Scientist,Science and Technology Facilities Council (STFC),Manchester,research+scientist,37252.95,44331.0105,44331.0105,0
57499,Laboratory Scientist,University of Glasgow,Glasgow,research+scientist,26676.23,31744.713699999997,31744.713699999997,0
57500,Senior Scientist,University of Glasgow,Glasgow,research+scientist,34719.439999999995,41316.133599999994,41316.133599999994,0
57504,Postdoctoral Research Scientist - Prof. Crispin Miller,Cancer Research UK Beatson Institute,Glasgow,research+scientist,37608.759999999995,44754.42439999999,44754.42439999999,0
57506,Postdoctoral Research Scientist - Prof. Owen Sansom,Cancer Research UK Beatson Institute,Glasgow,research+scientist,37608.759999999995,44754.42439999999,44754.42439999999,0
57507,R&D Scientist,E&O Laboratories Ltd,Glasgow,research+scientist,35700.0,42483.0,42483.0,0
57509,Specialist Biomedical Scientist - Laboratory Medicine (maybe...,NHS Scotland,Glasgow,research+scientist,38220.42,45482.29979999999,45482.29979999999,0
57515,Materials Scientist,Impact Solutions,Glasgow,research+scientist,22015.0,26197.85,26197.85,0
58974,"Biomedical Scientist, Histopathology Department - 60 Whitfie...",Health Services Laboratories (HSL),Bath,research+scientist,53288.2,63412.95799999999,63412.95799999999,1
58975,DE&S Scientist,UK Government - Ministry of Defence,Bath,research+scientist,34391.0,40925.29,40925.29,0
58978,Analyst,Science Creates,Bath,research+scientist,23800.0,28322.0,28322.0,0
58995,Principal Scientist,Albotherm,Bath,research+scientist,41650.0,49563.5,49563.5,1
59709,Scientist - Mammalian Display,OXGENE,Oxford,research+scientist,33320.0,39650.799999999996,39650.799999999996,0
59712,Operational Research Scientist,Vector Recruitment Limited,Oxford,research+scientist,38080.0,45315.2,45315.2,0
59713,Data Scientist/Epidemiologist,University of Oxford,Oxford,research+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
59714,Staff Scientist,University of Oxford,Oxford,research+scientist,39052.229999999996,46472.153699999995,46472.153699999995,0
59716,Healthcare Scientist,Oxford University Hospitals NHS Foundation Trust,Oxford,research+scientist,37324.35,44415.9765,44415.9765,0
59724,Environmental Public Health Scientist,Public Health England,Oxford,research+scientist,45460.38,54097.852199999994,54097.852199999994,1
59731,Postdoctoral Scientist - Computational Chemistry,University of Oxford,Oxford,research+scientist,39052.229999999996,46472.153699999995,46472.153699999995,0
59742,Postdoctoral Scientist,University of Oxford,Oxford,research+scientist,39052.229999999996,46472.153699999995,46472.153699999995,0
59748,Postdoctoral Research Scientist in Structural Biology,University of Oxford,Oxford,research+scientist,52413.549999999996,62372.12449999999,62372.12449999999,1
59750,Clinical Research Scientist,Ultromics,Oxford,research+scientist,41650.0,49563.5,49563.5,1
59757,Electron Microscope Beamline Scientist,Diamond Light Source,Oxford,research+scientist,40415.97,48095.0043,48095.0043,1
59762,Research Scientist in Aerosol Radiative Effects,University of Reading,Oxford,research+scientist,36820.979999999996,43816.966199999995,43816.966199999995,0
59774,Postdoctoral Data Scientist,University of Oxford,Oxford,research+scientist,39052.229999999996,46472.153699999995,46472.153699999995,0
59777,Materials Scientist for Life Science Applications,SENFI UK Ltd,Oxford,research+scientist,47600.0,56644.0,56644.0,1
59779,Research Scientist- Oxford,re&m,Oxford,research+scientist,35700.0,42483.0,42483.0,0
59797,Radiometric Scientist,Culham Centre for Fusion Energy,Oxford,research+scientist,43312.43,51541.7917,51541.7917,1
59806,Gas Chromatography Engineer/Scientist,Culham Centre for Fusion Energy,Oxford,research+scientist,58781.24,69949.67559999999,69949.67559999999,1
59814,Materials & Analytical Scientist,AWE,Oxford,research+scientist,39627.0,47156.13,47156.13,0
59844,Software Engineer for Data Acquisition - Java & Python,Diamond Light Source,Oxford,research+scientist,40415.97,48095.0043,48095.0043,1
59845,Senior Bioinformatician - Pathogen Data Delivery,University of Oxford,Oxford,research+scientist,49415.939999999995,58804.96859999999,58804.96859999999,1
59854,Senior Neutronics and Radiometric Scientist,Culham Centre for Fusion Energy,Oxford,research+scientist,58781.24,69949.67559999999,69949.67559999999,1
59903,Senior Energetic Materials Scientist,AWE,Oxford,research+scientist,47600.0,56644.0,56644.0,1
59925,"Machine Learning Engineer (Healthcare, Remote)",Understanding Recruitment,Oxford,research+scientist,59500.0,70805.0,70805.0,1
59982,Senior Neutronics and Radiometric Scientist,CCFE,Oxford,research+scientist,58781.24,69949.67559999999,69949.67559999999,1
59985,Neutronics Scientist/Engineer,CCFE,Oxford,research+scientist,43312.43,51541.7917,51541.7917,1
59993,Scientist / Senior Scientist - Analytical Development,Northreach,Oxford,research+scientist,47600.0,56644.0,56644.0,1
60743,Legal Technologist – Artificial Intelligence,Harcourt Matthews,Cardiff,machine+learning,65450.0,77885.5,77885.5,1
61475,Machine Learning Engineer,Oscar Technology,Cambridge,machine+learning,53550.0,63724.5,63724.5,1
61478,Research Associate in Machine Learning for Cancer Medicine (...,University of Cambridge,Cambridge,machine+learning,39051.04,46470.7376,46470.7376,0
61479,Remote Data Scientist / Machine Learning Engineer - Time Ser...,GCS Recruitment Specialists Ltd,Cambridge,machine+learning,47600.0,56644.0,56644.0,1
61484,Machine Learning Engineer/Researcher,British Antarctic Survey,Cambridge,machine+learning,37252.95,44331.0105,44331.0105,0
61485,Post-Doctoral Research Associate in Machine learning for 3D...,University of Cambridge,Cambridge,machine+learning,39051.04,46470.7376,46470.7376,0
61496,Data Engineer,Data Idols,Cambridge,machine+learning,65450.0,77885.5,77885.5,1
61499,"Lead Machine Learning Scientist - Healthcare, NLP",SoCode,Cambridge,machine+learning,71400.0,84966.0,84966.0,1
61540,Postdoctoral Research Scientist In Bioinformatics (Immunolog...,Babraham Institute,Cambridge,machine+learning,38318.0,45598.42,45598.42,0
61622,Lead Machine Learning Scientist,Harnham,Cambridge,machine+learning,83300.0,99127.0,99127.0,1
62224,Machine Learning Innovator,Harnham,Birmingham,machine+learning,59500.0,70805.0,70805.0,1
62225,Python Backend Engineer - Machine Learning,Eligo Recruitment Ltd,Birmingham,machine+learning,59500.0,70805.0,70805.0,1
62246,Insight Analyst,The AA,Birmingham,machine+learning,41650.0,49563.5,49563.5,1
62247,Data Analyst,ShortList,Birmingham,machine+learning,47600.0,56644.0,56644.0,1
62270,Legal Technologist – Artificial Intelligence,Harcourt Matthews,Birmingham,machine+learning,65450.0,77885.5,77885.5,1
62271,Director of Data Engineering,Harnham,Birmingham,machine+learning,178500.0,212415.0,212415.0,1
62973,Data Quality Lead - Finance x 2,Peabody,Liverpool,machine+learning,54740.0,65140.6,65140.6,1
62974,Artificial Intelligence Researchers,Science and Technology Facilities Council (STFC),Liverpool,machine+learning,37252.95,44331.0105,44331.0105,0
62975,Data Scientist,Science and Technology Facilities Council (STFC),Liverpool,machine+learning,37252.95,44331.0105,44331.0105,0
63693,Performance Analyst,UK Government - Driver and Vehicle Standards Agenc...,Bristol,machine+learning,36573.46,43522.4174,43522.4174,0
63695,Capability Lead - Autonomous Systems & Human-Machine Teaming,Rowden Technologies,Bristol,machine+learning,71400.0,84966.0,84966.0,1
63697,Data Scientist - DfE Data Science Lab,UK Government - Department for Education,Bristol,machine+learning,49966.909999999996,59460.622899999995,59460.622899999995,1
63708,"Software Engineer (C++/Python), AI/Machine Learning - Bristo...",Linux Recruit,Bristol,machine+learning,53550.0,63724.5,63724.5,1
63711,Data Analytics Consultant / Developer,Shift F5,Bristol,machine+learning,35700.0,42483.0,42483.0,0
63724,Data Engineer,ADLIB,Bristol,machine+learning,59500.0,70805.0,70805.0,1
63726,Senior Machine Learning Engineer,Evolution Recruitment Solutions,Bristol,machine+learning,71400.0,84966.0,84966.0,1
63752,Database Developer,Wade Macdonald,Bristol,machine+learning,41650.0,49563.5,49563.5,1
63755,Data Engineer,AXA UK,Bristol,machine+learning,65450.0,77885.5,77885.5,1
63767,Data Scientist,Opus Recruitment Solutions,Bristol,machine+learning,47600.0,56644.0,56644.0,1
63770,Data Scientist,Harnham,Bristol,machine+learning,71400.0,84966.0,84966.0,1
63790,Data Scientist,Methods,Bristol,machine+learning,47600.0,56644.0,56644.0,1
63799,Data Warehouse Architect,Digital Gurus,Bristol,machine+learning,77350.0,92046.5,92046.5,1
64461,Machine Learning Engineer - Graduate Programme,Kubrick Group,London,machine+learning,38080.0,45315.2,45315.2,0
64462,Machine Learning Intern,Promotion Tech,London,machine+learning,29750.0,35402.5,35402.5,0
64472,Data Scientist - Machine Learning,Cabot Financial,London,machine+learning,59500.0,70805.0,70805.0,1
64474,Machine Learning Engineer,Propel,London,machine+learning,95200.0,113288.0,113288.0,1
64475,Senior Machine Learning Engineer,Gold Group,London,machine+learning,71400.0,84966.0,84966.0,1
64476,Professor of Artificial Intelligence and Machine Learning,University of East London,London,machine+learning,71195.31999999999,84722.43079999999,84722.43079999999,1
64552,Research Scientist,Machine Medicine Technologies,London,machine+learning,47600.0,56644.0,56644.0,1
64568,Computer Vision Machine Learning Engineer,GCS Recruitment Specialists Ltd,London,machine+learning,71400.0,84966.0,84966.0,1
64583,Machine Learning Engineer,STEM Graduates,London,machine+learning,38080.0,45315.2,45315.2,0
64587,Machine Learning Engineer,ADLIB,London,machine+learning,47600.0,56644.0,56644.0,1
64614,"Principal Machine Learning Engineer (Cloud, Ops, AI)",Understanding Recruitment,London,machine+learning,107100.0,127449.0,127449.0,1
64617,Financial Operations Analyst – London,Beauhurst,London,machine+learning,28560.0,33986.4,33986.4,0
64624,Programmatic Ad Operations Lead at Machine-Learning AI Marke...,Grey Matter Recruitment,London,machine+learning,95200.0,113288.0,113288.0,1
64627,Machine Learning Developer,ECM Selection,London,machine+learning,71400.0,84966.0,84966.0,1
64685,Research Scientist,Thrive Therapeutic Software,London,machine+learning,41650.0,49563.5,49563.5,1
64710,Research Associate - Cancer Computational Scientist,King's College London,London,machine+learning,45581.759999999995,54242.29439999999,54242.29439999999,1
64723,Business Analyst,Kairos Recruitment Group,London,machine+learning,47600.0,56644.0,56644.0,1
64731,Machine Learning Software Engineer,Oho Group,London,machine+learning,47600.0,56644.0,56644.0,1
64784,Data Scientist - R& Python,Metrica Recruitment,London,machine+learning,41650.0,49563.5,49563.5,1
64810,Senior Lecturer in Artificial Intelligence and Machine Learn...,London Metropolitan University,London,machine+learning,50304.869999999995,59862.79529999999,59862.79529999999,1
64842,Machine Learning Engineer,GCS Recruitment Specialists Ltd,London,machine+learning,59500.0,70805.0,70805.0,1
64857,Data Engineer,The Happiness Index,London,machine+learning,41650.0,49563.5,49563.5,1
64858,Associate Data Scientist - Enforcement,Financial Conduct Authority,London,machine+learning,41650.0,49563.5,49563.5,1
64887,Analyst- Strategy & Analytics,QuantSpark,London,machine+learning,46410.0,55227.899999999994,55227.899999999994,1
64895,Remote Data Scientist / Machine Learning Engineer - Time Ser...,GCS Recruitment Specialists Ltd,London,machine+learning,47600.0,56644.0,56644.0,1
64903,Data Engineer,Cuvva,London,machine+learning,89250.0,106207.5,106207.5,1
64965,Data Scientist,Permutive,London,machine+learning,119000.0,141610.0,141610.0,1
64968,Data Scientist,Wade Macdonald,London,machine+learning,59500.0,70805.0,70805.0,1
64971,Senior Analyst - Telco,Movement Strategies,London,machine+learning,38080.0,45315.2,45315.2,0
64972,Data Scientist,Consortia,London,machine+learning,65450.0,77885.5,77885.5,1
64996,Data Scientist,Openreach,London,machine+learning,80920.0,96294.8,96294.8,1
65007,Data Engineering Graduate Programme,Kubrick Group,London,machine+learning,38080.0,45315.2,45315.2,0
65018,Data Scientist,Eames Consulting,London,machine+learning,65450.0,77885.5,77885.5,1
65020,Data Scientist,Blue Pelican,London,machine+learning,47600.0,56644.0,56644.0,1
65033,Lead Machine Learning Developer,ECM Selection,London,machine+learning,59500.0,70805.0,70805.0,1
65045,Digital Data & Technology - Data Scientist,UK Government - Home Office,London,machine+learning,43544.479999999996,51817.93119999999,51817.93119999999,1
65057,Data Analyst,Oscar Technology,London,machine+learning,41650.0,49563.5,49563.5,1
65067,Graduate Analyst- Strategy & Analytics,QuantSpark,London,machine+learning,41650.0,49563.5,49563.5,1
65092,Machine Learning Engineer - PhD Deep Learning,Client Server,London,machine+learning,77350.0,92046.5,92046.5,1
65128,Data Analyst (Machine Learning),Streetbees,London,machine+learning,41650.0,49563.5,49563.5,1
65141,Data Engineer,Pod Point,London,machine+learning,53550.0,63724.5,63724.5,1
65147,Security Analyst - Graduate BSc,Client Server,London,machine+learning,35700.0,42483.0,42483.0,0
65148,Data Analyst,Wade Macdonald,London,machine+learning,47600.0,56644.0,56644.0,1
65152,Machine Learning Engineer - Remote,Harnham,London,machine+learning,59500.0,70805.0,70805.0,1
65191,Data Scientist (Investment),Harnham,London,machine+learning,65450.0,77885.5,77885.5,1
65194,"Software Engineer (Python), AI/Machine Learning - London",Linux Recruit,London,machine+learning,83300.0,99127.0,99127.0,1
65199,Lead Analyst,Harnham,London,machine+learning,47600.0,56644.0,56644.0,1
65205,Senior Data Engineer - Stream Processing,Propel,London,machine+learning,107100.0,127449.0,127449.0,1
65206,Data Scientist,Harnham,London,machine+learning,83300.0,99127.0,99127.0,1
65226,Machine Learning Engineer,MBN Recruitment Solutions,Edinburgh,machine+learning,59500.0,70805.0,70805.0,1
65232,Machine Learning Engineer - PhD Graduate,Redline Group,Edinburgh,machine+learning,65450.0,77885.5,77885.5,1
65241,Machine Learning Senior Engineer / Senior Tech Lead,SeeByte,Edinburgh,machine+learning,41650.0,49563.5,49563.5,1
65252,Data Scientist,ION RECRUITMENT LTD.,Edinburgh,machine+learning,41650.0,49563.5,49563.5,1
65963,Data Science Section Head,NHS Digital,Leeds,machine+learning,63269.92,75291.20479999999,75291.20479999999,1
65966,Data Science Lead Manager,NHS Digital,Leeds,machine+learning,75863.69,90277.7911,90277.7911,1
65967,Google Shopping Analyst (PPC Analyst),Bidnamic,Leeds,machine+learning,23800.0,28322.0,28322.0,0
65969,Research Data Administrator,Vet-AI,Leeds,machine+learning,32725.0,38942.75,38942.75,0
65978,Data Scientist,Harnham,Leeds,machine+learning,59500.0,70805.0,70805.0,1
65979,Lecturer in Data Science,York St John University,Leeds,machine+learning,40218.43,47859.9317,47859.9317,0
66370,Data Scientist,SearchDATA Group,Leeds,machine+learning,95200.0,113288.0,113288.0,1
66706,Research Associate in Data Science,Newcastle University,Newcastle,machine+learning,36820.979999999996,43816.966199999995,43816.966199999995,0
67448,Research Associate in probabilistic machine learning for bio...,The University of Manchester,Manchester,machine+learning,39051.04,46470.7376,46470.7376,0
67454,Machine Learning Engineer,N Brown,Manchester,machine+learning,65450.0,77885.5,77885.5,1
67456,Data Analyst - Data Products,N Brown,Manchester,machine+learning,35700.0,42483.0,42483.0,0
67464,Research Associate in Human-Machine Interface (HMI) for Bila...,The University of Manchester,Manchester,machine+learning,39051.04,46470.7376,46470.7376,0
67474,Artificial Intelligence Researchers,Science and Technology Facilities Council (STFC),Manchester,machine+learning,37252.95,44331.0105,44331.0105,0
67478,Data Scientist,Science and Technology Facilities Council (STFC),Manchester,machine+learning,37252.95,44331.0105,44331.0105,0
67492,"Data Architect - Manchester - £70,000",Spring,Manchester,machine+learning,71400.0,84966.0,84966.0,1
67494,Senior Research Associate (Artificial Intelligence),Manchester Metropolitan University,Manchester,machine+learning,42655.549999999996,50760.104499999994,50760.104499999994,1
67498,Data Scientist,Hoist Finance,Manchester,machine+learning,37730.14,44898.866599999994,44898.866599999994,0
67534,"Data Engineer, AWS",The Bridge,Manchester,machine+learning,65450.0,77885.5,77885.5,1
67540,Principal Developer - Data Engineering,Auto Trader UK,Manchester,machine+learning,59500.0,70805.0,70805.0,1
67545,Data Engineer,Uniting Cloud,Manchester,machine+learning,53550.0,63724.5,63724.5,1
67567,Data Scientist,ShortList,Manchester,machine+learning,53550.0,63724.5,63724.5,1
67588,Senior Applied Data Scientist,Harnham,Manchester,machine+learning,59500.0,70805.0,70805.0,1
68190,AI/Machine Learning Developer,University of Strathclyde,Glasgow,machine+learning,34510.0,41066.9,41066.9,0
68203,Postdoctoral Research Scientist - Prof. Crispin Miller,Cancer Research UK Beatson Institute,Glasgow,machine+learning,37608.759999999995,44754.42439999999,44754.42439999999,0
