,Title,Location,Company,Salary
758,Data Scientist,"Corning, NY 14831",Corning,
759,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
760,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
761,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
762,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
763,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
764,newESG Data Scientist,"New York, NY",MSCI Inc,
765,Data Scientist,"Nanuet, NY+1 location",Alldus,
766,Data Scientist,"New York, NY 10036",Pluto TV,
767,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
768,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
769,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
770,Analyst-Data Science,"New York, NY",Amex,
771,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
772,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
773,Data Scientist,"Corning, NY 14831",Corning,
774,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
775,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
776,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
777,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
778,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
779,newESG Data Scientist,"New York, NY",MSCI Inc,
780,Data Scientist,"Nanuet, NY+1 location",Alldus,
781,Data Scientist,"New York, NY 10036",Pluto TV,
782,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
783,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
784,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
785,Analyst-Data Science,"New York, NY",Amex,
786,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
787,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
788,Data Scientist,"Corning, NY 14831",Corning,
789,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
790,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
791,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
792,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
793,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
794,newESG Data Scientist,"New York, NY",MSCI Inc,
795,Data Scientist,"Nanuet, NY+1 location",Alldus,
796,Data Scientist,"New York, NY 10036",Pluto TV,
797,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
798,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
799,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
800,Analyst-Data Science,"New York, NY",Amex,
801,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
802,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
803,Data Scientist,"Corning, NY 14831",Corning,
804,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
805,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
806,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
807,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
808,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
809,newESG Data Scientist,"New York, NY",MSCI Inc,
810,Data Scientist,"Nanuet, NY+1 location",Alldus,
811,Data Scientist,"New York, NY 10036",Pluto TV,
812,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
813,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
814,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
815,Analyst-Data Science,"New York, NY",Amex,
816,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
817,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
818,Data Scientist,"Corning, NY 14831",Corning,
819,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
820,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
821,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
822,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
823,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
824,newESG Data Scientist,"New York, NY",MSCI Inc,
825,Data Scientist,"Nanuet, NY+1 location",Alldus,
826,Data Scientist,"New York, NY 10036",Pluto TV,
827,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
828,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
829,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
830,Analyst-Data Science,"New York, NY",Amex,
831,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
832,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
833,Data Scientist,"Corning, NY 14831",Corning,
834,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
835,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
836,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
837,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
838,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
839,newESG Data Scientist,"New York, NY",MSCI Inc,
840,Data Scientist,"Nanuet, NY+1 location",Alldus,
841,Data Scientist,"New York, NY 10036",Pluto TV,
842,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
843,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
844,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
845,Analyst-Data Science,"New York, NY",Amex,
846,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
847,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
848,Data Scientist,"Corning, NY 14831",Corning,
849,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
850,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
851,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
852,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
853,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
854,newESG Data Scientist,"New York, NY",MSCI Inc,
855,Data Scientist,"Nanuet, NY+1 location",Alldus,
856,Data Scientist,"New York, NY 10036",Pluto TV,
857,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
858,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
859,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
860,Analyst-Data Science,"New York, NY",Amex,
861,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
862,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
863,Data Scientist,"Corning, NY 14831",Corning,
864,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
865,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
866,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
867,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
868,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
869,newESG Data Scientist,"New York, NY",MSCI Inc,
870,Data Scientist,"Nanuet, NY+1 location",Alldus,
871,Data Scientist,"New York, NY 10036",Pluto TV,
872,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
873,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
874,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
875,Analyst-Data Science,"New York, NY",Amex,
876,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
877,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
878,Data Scientist,"Corning, NY 14831",Corning,
879,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
880,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
881,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
882,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
883,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
884,newESG Data Scientist,"New York, NY",MSCI Inc,
885,Data Scientist,"Nanuet, NY+1 location",Alldus,
886,Data Scientist,"New York, NY 10036",Pluto TV,
887,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
888,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
889,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
890,Analyst-Data Science,"New York, NY",Amex,
891,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
892,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
893,Data Scientist,"Corning, NY 14831",Corning,
894,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
895,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
896,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
897,"Senior Data Scientist, Personalization","New York, NY•Remote",Spotify,
898,Data Scientist,"New York, NY 10019 (Midtown area)",Valiance Solutions,
899,newESG Data Scientist,"New York, NY",MSCI Inc,
900,Data Scientist,"Nanuet, NY+1 location",Alldus,
901,Data Scientist,"New York, NY 10036",Pluto TV,
902,Data Scientist,"Buffalo, NY 14201 (Lakeview area)",IBM,
903,Data Scientist,"Philadelphia, NY",Lieberman Research Worldwide,
904,Data Scientist II,"New York, NY 10018 (Garment District area)•Temporarily Remote","Grubhub Holdings, Inc.",
905,Analyst-Data Science,"New York, NY",Amex,
906,Senior Data Scientist,"Purchase, NY 10577•Temporarily Remote",MasterCard,
907,"Data Scientist, Algorithms","New York, NY",Bowery Farming,
908,Data Scientist,"Corning, NY 14831",Corning,
909,DATA CURATOR/SCIENTIST,"Brooklyn, NY 11201",HRA/DEPT OF SOCIAL SERVICES,"$75,504 - $90,000 a year"
910,Research Scientist-Center for Data Science,"New York, NY 10012 (Greenwich Village area)",New York University,
911,Data Scientist (Remote) - New York,"New York, NY•Remote",AlphaSights Ltd.,
